name,address,address_secondary,intersection,city,state,country,zip,description,food,music,dress_code,entry_fee,style,crowd,specialty,specials,price_range,parking,hours,contact_phone,date,venue_type_ids,neighbourhood_id,keyword_ids,logo,photos
Fonda Lola,942 Queen St W,,Queen & Shaw,Toronto,Ontario,Canada,,"The concept of a Fonda is an individually owned bar that’s casual but intimate with a small, healthy menu that’s big on taste. Fonda Lola holds true to its roots. The owner, a Mexican national, greets you at the door with a smile and that’s when your Mexican cuisine journey begins. From the sustainable ingredients, to the traditional recipes, to the authentic cocktails (Kombucha on tap!), Fonda Lola delivers a genuine Mexican Fonda experience. ",Class Mexican Tapas Style,,,,Mexican Inspired,,Finger Limes with every drink.,Specials coming soon,$$,Street parking on Queen or Shaw St,Tuesday to Sunday: 6:00pm - 11:00pm,647.706.9105,,resto,queen_w,"Discover a Hidden Gem, Mexican, Specialty Tequila, Martinis/Margaritas, Casual, Patio",fonda_lola/fonda_lola_logo.jpg,"fonda_lola/fonda_lola_1.jpg, fonda_lola/fonda_lola_2.jpg, fonda_lola/fonda_lola_3.jpg"
The County General,936 Queen St W,,Queen & Shaw,Toronto,Ontario,Canada,,"The County General is a small and friendly place where the decor resembles a beautiful country home and the people act as if they've known you their whole lives. The food offers a unique twist on your traditional homemade, country side dishes. You'll hear music ranging from rock n’ roll to bluegrass and motown. Last but not least, The County General offers a large selection of aged Rums and small batch Bourbons alongside a thoughtful list of Ontario VQA Wines and Local Microbrews.",Comfort Foods,,,,Country side meets big city,,Critically acclaimed cocktails,None,$$,Street parking on Queen or Shaw St,"Sat, Sun  10:00am - 11:00pm. Mon - Fri: 11:00am - 11:00pm.",416.531.4447,,resto,queen_w,"Out with Friends, Comfort Foods, Unique Cocktails, Specialty Bourbon/Whiskey, Casual, Craft Beer",the_county_general/county_general_logo.png,"the_county_general/the_county_general_1.jpg, the_county_general/the_county_general_2.jpg, the_county_general/the_county_general_3.jpg"
Darwin Bistro Bar,651 College Street,,College & Grace,Toronto,Ontario,Canada,,"Darwin Bistro bar is a small and classy French bistro with an intimate vibe. The menu features traditional french cuisine with a unique twist and handmade sauces. In the summer, enjoy a getaway from the city in their quaint and private patio. ",French Bistro,,,,"Trendy, classy, cozy",,Delicious handmade sauces,None,$$$,Street parking on College,"Fri - Sat: 6:00pm - 2:00am. Sun: 11:00am - 3:00pm | 6:00pm - 11:00pm. Mon, Wed, Thu: 6:00pm - 11:00pm.",647.348.9347,,resto,college_st,"Impress a Date, Unwind, French Bistro, Romantic, Trendy, Patio",darwin_bistro_bar/logo_darwin_bistro_bar.png,"darwin_bistro_bar/darwin_bistro_bar1.jpg, darwin_bistro_bar/darwin_bistro_bar2.jpg, darwin_bistro_bar/darwin_bistro_bar3.jpg"
TOMA Burger Addiction,712 Queen St W,,Queen & Niagara,Toronto,Ontario,Canada,,"TOMA Burger Addiction is a fantastic burger joint with homemade everything. Their buns are baked daily, their beef patties are handmade with prime rib angus beef and their sauces are uniquely made in house. The joint itself is modern, clean and open. There are huge booths that seat groups of people, so it’s great if you’re going out with friends or family. ",Homemade burgers,,,,Modern burger joint,,Handmade everything,Mondays: Half priced draft beer. Thursdays: Half priced wine (includes bottles and by the glass),$$,Street parking on Queen,Sun - Thurs: 11:30pm - 10pm. Fri - Sat: 11:30 - 11pm,416.901.1027,,resto,queen_w,"Out with Family, Out with Friends, Unwind, Burgers, Beers on Tap, Carnivore Menu",toma/toma_logo.png,"toma/toma_1.jpg, toma/toma_2.jpg, toma/toma_3.jpg"
Rodney’s Oyster House, 469 King St W,,King & Spadina,Toronto,Ontario,Canada,,Rodney’s provides an authentic Canadian East Coast experience. Not only does it feel like you’re on an old boat but the seafood tastes so fresh you’ll start to believe it. They host 26 different oysters drawn from their own oyster beds in P.E.I. In addition they have daily fish specials that change according to their sustainability and plenty of local brews. ,East Coast Seafood,,,,Nautical ,,Oysters," Galley Lunch every day from 11:30-5:00: PEI Blue Mussels and Fries, Shrimp Po’Boy, Salt Cod Cakes and a Fresh Atlantic Lobster Roll (with Fries) are all on offer for $9.95 each.",$$$,Street Parking on King W or a parking lot one block west,Mon - Sat: 11:30am - 11:45pm. Sun: Closed,416.363.8105,,resto,king_w,"Out with Friends, Be Adventurous, Seafood, Oysters, Energetic, Casual",rodneys_oyster_house/rodneys_oyster_house_logo.jpg,"rodneys_oyster_house/rodneys_oyster_house_1.jpeg, rodneys_oyster_house/rodneys_oyster_house_2.jpeg"
Trattoria Taverniti,591 College St,,College & Clinton,Toronto,Ontario,Canada,,"A comfortable neighbourhood restaurant, run by family, where age-old favourites and recipes that have been handed down through the generations are prepared.  The decor is reminiscent of the traditional italian look with exposed brick and checkered table cloths, giving the restaurant true character. Unwind, relax, and enjoy some real italian cuisine. ",Italian,,,,Traditional Italiano,,Homemade meatballs,Prix Fixe Menu Sundays to Thursdays $25.00,$$,Street parking on College,Sun-Wed: 5:00-10:00 pm. Thurs-Sat: 12:00-11:00 pm,416.537.0078,,resto,college_st,"Unwind, Out with Family, Italian, Caffeinated Beverages, Cozy, Casual",trattoria_taverniti/trattoria_taverniti_logo.png,"trattoria_taverniti/trattoria_taverniti_1.JPG, trattoria_taverniti/trattoria_taverniti_2.JPG, trattoria_taverniti/trattoria_taverniti_3.JPG"
Thompson Diner,550 Wellington St W,,Bathurst & Wellington,Toronto,Ontario,Canada,,"Open 24-hours a day, The Thompson Diner serves all day breakfast and the best diner foods you can think of. They have classic specials with a modern twist, such as foot long hotdogs, spiked milkshakes and cheeseburgers. The 90’s décor, matching soft rock music and bowtie clad waiters add to the classic vibes.","Diner classics turned extravagant

",,,,90’s diner,,24 hour comfort foods,Specials change every week,$$,"Street Parking on Wellington, King or Stewart St",Always open,416.601.3533,,resto,king_w,"Out with Family, Comfort Foods, Trendy, Reserve a Table, Burgers, Brunch",thompson_diner/thompson_diner_logo.jpg,"thompson_diner/thompson_diner_1.png, thompson_diner/thompson_diner_2.png, thompson_diner/thompson_diner_3.png"
Ardor Bistro,59 Ossington Ave,,Queen & Ossington,Toronto,Ontario,Canada,,"Along the heart lines of Ossington, Ardor Bistro takes Peruvian soul food and adds a bistro flare. Discover their Latin American wine menu and cocktail list.",Modern Peruvia,,,,Cultural,,Peruvian dishes and cocktails,None,$$$,Parking on the street or a lot just south on Ossington Ave,Sun: 11:00am - 3:30pm. Tues – Thu: 6:00pm – 10:00pm. Fri – Sat: 6:00pm – 11:00pm,647.351.5100,,resto,ossington,"Spanish, Unique Cocktails",ardor_bistro/ardor_bistro_logo.png,"ardor_bistro/ardor_bistro1.jpg, ardor_bistro/ardor_bistro2.jpg, ardor_bistro/ardor_bistro3.jpg"
Buca,604 King St W,,King & Portland,Toronto,Ontario,Canada,,"Literally tucked away behind 604 King W, opening the door to Buca is opening the door to the Italian countryside. The aged sandstone walls and tall cathedral ceilings catch the eye. The authentic smells from the open kitchen attract your nose and the classical music sings in your ear. Greeting you at the door, the service is exceptional, only out done by the food crafted from the freshest ingredients.",Italian,,,,Tuscan resto,,Thin crust pizza,None,$$$,Street parking on King W or on Portland. A parking lot one block east on King or a few parking lots on Wellington and Portland,"Sun: 5:00pm - 10:00pm. Mon - Wed: 11:30am - 3:00pm, 5:00pm - 10:00pm. Thurs - Fri: 11:30am - 3:00pm, 5:00pm - 11:00pm. Sat: 5:00pm - 11:00pm",416.865.1600,,resto,king_w,"Impress a Date, Dinner Before the Club, Italian, Romantic, Upscale, Reserve a Table",buca/buca_logo.png,"buca/buca_1.jpg, buca/buca_2.JPG, buca/buca_3.jpg"
Valdez,606 King W,,King & Portland,Toronto,Ontario,Canada,,"Valdez specializes in Latin street food. The vibrant rustic cultural flare of Valdez grips you as soon as you walk in the cantina style restaurant. Artistic murals over red brick, Latin style bottle service (just the bottle and shot glasses), the chef’s daily special, and the happy hour menu (5-7) are just a few of the highlights of this unique venue. Enjoy a signature cervezas or a meal crafted by top Chef Canada’s Steve Gonzalez.",Latin Street Food,,,,Latino Street Party,,Heated Rooftop Patio,"3 courses $45 pp, 4 courses $57 pp. Happy Hour 5pm-7pm.",$$,Street parking on King or a parking lot just east of the restaurant,Mon - Wed: 5:00pm - 10:30pm. Thurs - Sat: 3:00pm - 12:00am. Sun: Closed,416.363.8388,,resto,king_w,"Dinner Before the Club, Out with Friends, Mexican, Tapas, Specialty Tequila, Martinis/Margaritas, ",valdez/valdez_logo.png,"valdez/valdez_1.png, valdez/valdez_2.png, valdez/valdez_3.png"
Jacob’s & Co. Steakhouse,12 Brant St,,King & Brant St,Toronto,Ontario,Canada,,"Classy, beautiful, elegant. Jacob’s & Co. is an upscale steakhouse with valet parking, a piano bar, a unique wine list and famous, delicious dry-aged beef. ",Steakhouse,,,,"Classy, sophisticated",,Their famous dry-aged beef,None,$$$$,Valet Parking,Sun - Wed: 5:00pm - 10:30pm. Thurs - Sat: 5:00pm - 11:00pm. ,416.366.0200,,resto,king_w,"Impress a Date, Oysters, Carnivore Menu, Unique Wine List, Wine & Cheese, Upscale",jacobs_steakhouse/jacobs_steakhouse_logo.png,"jacobs_steakhouse/jacobs_steakhouse_1.png, jacobs_steakhouse/jacobs_steakhouse_2.png, jacobs_steakhouse/jacobs_steakhouse_3.png"
Mercatto - Toronto St,15 Toronto St,,Victoria & Adelaide,Toronto,Ontario,Canada,,"For over a decade, Mercatto has been hailed for its regional Italian food and award winning wine program. With 3 locations in Toronto’s financial district, Mercatto has been a long standing staple of Toronto’s Italian dining experience. The decor is spacious, modern and clean. Their meals are colourful, comforting and traditional, made with love from fresh seasonal ingredients.",Italian,,,,Nostalgic,,Award winning wine program,Bring your own wine ($20 corkage fee. Mondays this special is free),$$,Street parking on Toronto St,Mon - Wed: 7:00am-10:00pm. Thurs - Fri: 7:00am-11:00pm. Sat: 5:00pm-11:00pm.,416.366.4567,,resto,financial_district,"Out with Family, Out with Friends, Italian, Unique Wine List, Modern, Upscale",mercatto/logo_mercatto.png,"mercatto/mercatto_1.png, mercatto/mercatto_2.png, mercatto/mercatto_3.jpg"
Mercatto - Financial District,330 Bay St,,Bay & Adelaide,Toronto,Ontario,Canada,,"For over a decade, Mercatto has been hailed for its regional Italian food and award winning wine program. With 3 locations in Toronto’s financial district, Mercatto has been a long standing staple of Toronto’s Italian dining experience. The decor is spacious, modern and clean. Their meals are colourful, comforting and traditional, made with love from fresh seasonal ingredients.",Italian,,,,Nostalgic,,Award winning wine program,Bring your own wine ($20 corkage fee. Mondays this special is free),$$,Green P parking at 110 Queen W (Nathan Phillips Square Garage) Rate: $2.50 / Half Hour,Mon - Wed: 7:00am-10:00pm. Thurs - Fri: 7:00am-11:00pm. Sat: 5:00pm-11:00pm., 416.306.0467,,resto,financial_district,"Out with Family, Out with Friends, Italian, Unique Wine List, Modern, Upscale, Patio",mercatto/logo_mercatto.png,"mercatto/mercatto_1.png, mercatto/mercatto_2.png, mercatto/mercatto_3.jpg"
Mercatto - College St,101 College St,,College & Elizabeth,Toronto,Ontario,Canada,,"For over a decade, Mercatto has been hailed for its regional Italian food and award winning wine program. With 3 locations in Toronto’s financial district, Mercatto has been a long standing staple of Toronto’s Italian dining experience. The decor is spacious, modern and clean. Their meals are colourful, comforting and traditional, made with love from fresh seasonal ingredients.",Italian,,,,Nostalgic,,Award winning wine program,Bring your own wine ($20 corkage fee. Mondays this special is free),$$,Street parking for $3/hour or a parking lot on Elizabeth Street (south of College),Mon - Wed 8:00am – 10:00pm | Thurs - Fri: 8:00am – 11:00pm | Sat: 5:00pm – 11:00pm,416.595.5625,,resto,college_st,"Out with Family, Out with Friends, Italian, Unique Wine List, Modern, Upscale",mercatto/logo_mercatto.png,"mercatto/mercatto_1.png, mercatto/mercatto_2.png, mercatto/mercatto_3.jpg"
Lo Zingaro,571 Queen St W,,Queen & Portland,Toronto,Ontario,Canada,,"Lo Zingaro serves traditional Italian foods. They’re most known for their homemade pizzas, homemade pastas and wide range of antipasto. Upon entering Lo Zingaro, you’re greeted by a big corner bar, stacked with Italian beers, wines and cocktails. The front is a casual dining room. Keep walking down through the narrow hallway and you’ll find yourself in a brand new experience. A room captivated by colours warm colors, a fireplace and a 7 foot pizza oven... Amen to that. ",Italian,,,,"Casual, Cozy",,"Te tomaro pizza, 3 oz Martinis",None,$$,Street parking on Queen $2.25/hour. Parking lot on 15 Denison Avenue $2.00 / Half Hour,Tues - Thurs: 5:00pm - 10:00pm. Fri - Sat: 5:00pm - 11:00pm,416.361.6154,,resto,queen_w,"Out with Family, Unwind, Italian, Beers on Tap, Casual, Martinis/Margaritas",lo_zingaro/lo_zingaro_logo.png,"lo_zingaro/lo_zingaro_1.png, lo_zingaro/lo_zingaro_2.png, lo_zingaro/lo_zingaro_3.jpg"
Modus Ristorante,145 King St W,,King & York,Toronto,Ontario,Canada,,"Modus Ristorante is the plush new restaurant located in Toronto's Financial District for upscale Italian dining. Labeled as ""modern"", ""refined"", and ""impeccable Italian that transcends food trends"", Modus was born in the fall of 2011. A beautiful and majestic room filled with sand colored chairs, white table clothes and beautiful table sets. Perfect for a corporate event, a party or a romantic date. ",Fine Italian Dining,,,,"Upscale, Classy, Majestic

",,Entree menu filled with fancy tender meats and fresh seafood options,None,$$$,"Parking is available on York Street, south of King Street.",Mon – Fri 11:30am – 11:30pm. Sat: 5:00pm -11:30pm,416.861.9977,,resto,financial_district,"Impress a Date, Italian, Carnivore Menu, Upscale, Fine Dining, Corporate/Private Bookings",modus_ristorante/modus_ristorante_logo.jpg,"modus_ristorante/modus_ristorante_1.jpg, modus_ristorante/modus_ristorante_2.jpg, modus_ristorante/modus_ristorante_3.jpg"
Against the Grain,25 Dockside Drive (Chorus building),,Queens Quay & Jarvis,Toronto,Ontario,Canada,,"A modern and upscale tavern with a beautiful view of the lake. The venue has a fantastic summer patio, overlooking lake Ontario and its wonderful islands.  Against the Grain features a casual international menu with items such as burgers, stone baked pizzas and big salads. Their beers on tap rotate seasonally to bring you new and interesting varieties to try.",Casual tavern food,,,,"Fun, casual bar",,Signature Against the Grain cocktail with Canadian whiskey,Specials everyday of the week (constantly changing),$$,Parking lot in front of Chorus Quay building,Mon - Tues: 11:00am - 9:00pm. Wed: 11:00am - 10:00pm. Thurs: 11:00am - 11:00pm. Fri: 11:00am - 12:00am. Sat: 10:30am - 12:00am. Sun: 10:30am - 9:00pm,647.344.1562 ,,resto,,"Out with Family, Out with Friends, American Classics, Craft Beer, Beers on Tap, Patio",against_the_grain/against_the_grain_logo.png,"against_the_grain/against_the_grain1.jpg, against_the_grain/against_the_grain2.jpg, against_the_grain/against_the_grain3.jpg"
Ninki,133 Richmond W,,Richmond & York,Toronto,Ontario,Canada,,"A modern Japanese restaurant and bar with tons of seating (140+) and tall private booths for larger groups. They serve everything from Izakaya Tapas and fresh sashimi, to Japanese whiskey and an extensive selection of sake. This location is quite large with tall majestic ceilings and two dinner dining room area. ","Sushi, Japanese",,,,Traditional Japanese decor with a splash of modern,,Sake selection,"All you can eat Dinner (4pm - 9pm) $25.95 on weekdays and $27.95 on weekends. | Mondays to Fridays: After work special 3-6pm ($7.99 drink + a bite). | Saturdays: Ninki Set for 9.99 (main dish, roll, drink).",$$,"Underground parking at The Sheraton, The Hilton or a parkade on Adelaide between York and University.",Mon - Fri: 11:30am - 10:00pm. Sat: 12:00pm - 9:00pm. Sunday: Closed,647.723.3766,,resto,financial_district,"Impress a Date, Asian, Seafood, Tapas, Sushi, Trendy ",ninki/ninki_logo.png,"ninki/ninki_1.png, ninki/ninki_2.jpg, ninki/ninki_3.jpg"
Grand Electric,1330 Queen St W,,Queen & Landsdown,Toronto,Ontario,Canada,,"A small restaurant with lots of energy. Grand Electric is a great spot with a prominent Queen W hipster vibe, creative tacos, loud hip hop music and lots of specialty bourbon. They’re most known for their creative spin on Mexican cuisine. $3.60 Tacos include chicken, pork, beef, crispy cauliflower and baja fish. They also have $4 bourbon shots everyday!",Creative Tacos and Mexican Cuisine,,,,"Hipster, casual",,"Specialty bourbon, gluten free tacos that are so good, they’ll appear in your dreams",$4 Bourbon Shots everyday,$$,Street parking on Queen W (average $1.50/hour),Sun - Tues: 11:30am - 12:00am. Wed - Sat: 11:30am - 1:00am.,416.627.3459,,resto,queen_w,"Out with Friends, Be Adventurous, Mexican, Specialty Bourbon/Whiskey, Energetic, Casual",grand_electric/grand_electric_logo.png,"grand_electric/grand_electric_1.jpg, grand_electric/grand_electric_2.jpg, grand_electric/grand_electric_3.jpg"
Byblos,11 Duncan St,,King & Duncan,Toronto,Ontario,Canada,,"A new resto/bar concept inspired the ancient Middle Eastern and Lebanese culture, and bringing old cooking traditions to new heights. Their Meditteranean tapas menu uses ancient recipes and adds a cosmopolitan flair (with tons of new and intersting spices). The food always brings a burst of flavour to your taste buds. Their specialty cocktails are also inspired by the Middle East, with fusions of tea, rose water and pomegranate to name only a few. It's trendy, unique and nostalgic all at the same time. ",Meditterranean tapas,,,,High end dining with a new theme,,Traditional flavours and unique spices,None,$$$,Street parking on King Street (paid until midnight),coming soon,647.660.0909,,resto,king_w,"Mediterranean/Mid-Eastern, Tapas, Unique Cocktails, Unwind, Upscale, Trendy",ink/byblos_toronto /byblos_toronto_logo.png,"ink/byblos_toronto /byblos_toronto_1.png, ink/byblos_toronto /byblos_toronto_2.png, ink/byblos_toronto /byblos_toronto_3.jpg"
La Societe,131 Bloor Street West. Unit 211,,Bloor & Avenue Rd,Toronto,Ontario,Canada,,"The soul of Paris in the heart of Toronto. La Société is a marriage of Canada’s most cosmopolitan city and Parisian bistro style and cuisine, La Société is a dining destination unlike any other in Toronto. It’s cute, it’s charming, it’s trendy. ",French bistro,,,,Charming Parisian Bistro,,Fancy French classics,"Tuesday: French Tuesdays. Haute Societe Tuesdays $12 glass of Veuve Clicquot.
Wednesday: Joyeux Mercredi – 2oz Ketel One Martinis $8
Thursday: 1 DOLLAR OYSTERS in the Bar + Lounge after 5pm
Friday, Saturday: Early Bird Dinner Special – enjoy our $44 prix-fix
Saturday, Sunday: Brunch 11am-3pm
Sunday – Lobster Fest for only $24.95 after 5pm. 1 1/4lb lobster!",$$$$,Street parking on Avenue Rd,Mon – Thu: 11:30pm – 11:00pm | Fri: 11:30am – 12:00am | Sat: 11:00am – 12:00am | Sun: 11:00am – 11:00pm,416.551.9929 ,,resto,yorkville,"French Bistro, Oysters, Brunch, Unique Cocktails, Upscale, Corporate/Private Bookings",ink/la_societe/la_societe_logo.png,"ink/la_societe/la_societe_1.jpg, ink/la_societe/la_societe_2.jpg, ink/la_societe/la_societe_3.jpg"
Kensington Bistro,256 Augusta Ave,,Augusta Ave & College,Toronto,Ontario,Canada,,"Walk in off the bustling streets of Kensington into the quiet French countryside. Le Kensington Bistro offers an authentic French experience tempting any pallet, pairing traditional French style cooking with select French wines. Combining local ingredients, a soft French cadence, a modest and simplistic milieu, and an affordable bistro menu Le Kensington offers a welcome change of pace.",French,,,,Loire Valley inspired,,fresh and authentic French cuisine ,Specials change with the season,$$,Street parking on Augusta for approx. $2.25/hour,Daily: 12:00pm - 10:00pm,416.792.9440,,resto,,"French Bistro, Casual",kensington_bistro/kensington_bistro_logo.png,"kensington_bistro/kensington_bistro_1.jpg, kensington_bistro/kensington_bistro_2.jpg, kensington_bistro/kensington_bistro_3.jpg"
Michael's on Simcoe,100 Simcoe St,,King & Simcoe,Toronto,Ontario,Canada,,"A classy restaurant with soft and pleasing decor, Michael's is a venue that you'll never want to leave. A resto specializing in aged beef, seafood, and Italian influences. Combining the best of contemporary cuisine, re-invented classic cocktails, as well as unparalleled service creates a boundless experience that will impress the most discerning critics. Offering something deliciously fresh this venue breaks down the barriers of a traditional steakhouse by challenging the overly masculine ambience that has long been its trademark.",steakhouse with an authentic Italian twist ,,,,"Purposefully modern, comfortable and luxurious",,Hand selected dry aged USDA prime steak,None,$$$$,Street parking $4.00/hour,Mon - Fri: 11:30am - 2:00am. Sat: 5:00pm - 2:00am. Sun: Closed.,416.260.5100,,resto,financial_district,"Impress a Date, Italian, Seafood, Carnivore Menu, Unique Wine List, Fine Dining",michaels_on_simcoe/michaels_on_simcoe_logo.jpg,"michaels_on_simcoe/michaels_on_simcoe_1.jpeg, michaels_on_simcoe/michaels_on_simcoe_2.png, michaels_on_simcoe/michaels_on_simcoe_3.png"
Union Social,21 St Clair Ave,,St Clair & Yonge,Toronto,Ontario,Canada,,"U.S.E. is the perfect collaboration of impeccable service, clean industrial features, cozy atmosphere and mouth-watering food. With highly effective cocktails, and an inspired menu orchestrated by Chef Rame, U.S.E has mastered the common dining experience. This venue is definitely worth checking out for a lunch, dinner, or drinks, and if you’re not careful, it’ll be all three. ",Comfort foods,,,,"clean, modern industrial",,Gluten sensitive menu,None,$$,Street parking on St Clair,Mon - Wed: 11:00am - 12:00am. Thurs - Sat: 10:00am - 1:00am. Sun: 10:00am - 10:00pm, 416.901.3456,,resto,,"Out with Friends, Comfort Foods, Beers on Tap, Casual, Brunch, American Classics",union_social/union_social_logo.png,"union_social/union_social_1.jpg, union_social/union_social_2.jpg, union_social/union_social_3.jpg"
Hunter's Landing,82 Fort York Blvd,,Spadina & Bremner,Toronto,Ontario,Canada,,"Description: Walking into Hunter’s Landing there’s no surprise because you saw it on your way in, with floor to ceiling windows; Hunter’s is a comfortable, casual, classic pub with its own flawless touch. From the eclectic industrial features to the undeniably delicious menu this venue stands out amongst the sea of corporate restaurants. Abiding the elements inside and out, the light wood bar and colourful accents as well as the 2000 square foot patio create an addictive atmosphere.",Trendy North American Pub Fare,,,,Airy Industrial,,Ceasars with extravaggant garnish,Specials change with the season,$$,Parking lot on Telegram Mews (just east of the restaurant),Mon-Fri 11:30am – 2:00am | Sat-Sun 10:00am – 2:00am, 647.352.6082,,resto,,"Out with Friends, Comfort Foods, American Classics, Beers on Tap, Casual, Trendy",hunters_landing/hunters_Landing_logo.png,"hunters_landing/hunters_landing_toronto_restaurant_bar_grill_1.jpg, hunters_landing/hunters_landing_toronto_restaurant_bar_grill_2.jpg, hunters_landing/hunters_landing_toronto_restaurant_food_3.jpg"
Black Metal Brunch,170 Baldwin St,,Baldwin & Spadina,Toronto,Ontario,Canada,,"Eggs, bacon, pancakes with live heavy metal. Need we say more?",Brunch,Live Heavy Metal,Casual,No entry fee,"Punk, Unpretentious ",,,,,"Street parking on Augusta for $2.25 per hour or a parking lot at 20 St. Andrew Street (Kensington Garage)
for $1.25 / Half Hour",Starting at 11am,416.506.6699,Every Sunday,special_event,,"Unique Party, Casual, Mature, Live Performance, 
Food Menu",special_events/black_metal_brunch/graffiti's_logo.png,"special_events/black_metal_brunch/graffiti's_black_metal_brunch 1.jpg, special_events/black_metal_brunch/graffiti's_black_metal_brunch 2.jpg, special_events/black_metal_brunch/graffiti's_black_metal_brunch 3.jpg"
"Burgers, Bingo, Beer",638 Queen St. W,,Queen & Palmerston,Toronto,Ontario,Canada,,"Lisa Marie has launched a new Tuesday night event. Drum roll… Triple B: Burgers, Bingo and Beer. Enjoy a new burger menu every Tuesday with a side order of bingo and $5 pints from Sam Adam’s.",Burger Menu,Mixed,Wear Your Lucky Clothes,Free,"Casual, Fun",,,,,Street parking on Queen for $3.00 per hour,7:00pm - 9:00pm,647.748.6822,Every Tuesday,special_event,queen_w,"Unique Party,
Food Menu, Casual,
Mixed Crowd, Free Entry",special_events/BBB_Lisa_Marie/BBB_lisa_marie_logo.jpg,special_events/BBB_Lisa_Marie/BBB_lisa_marie_logo.jpg
Seven Lions,473 Adelaide St W,,Adelaide & Portland,Toronto,Ontario,Canada,,"Factory Fridays Presents Seven Lions, alongside Manzone & Strong.  As one of the most truly innovative, versatile, and sought-after producers in all of dance music, it is undeniable that Seven Lion’s visionary brand of bass-driven electronica has broken through the status quo to unveil a rare, one-of-a-kind musical experience. ",,Electronica,Smart Casual,$40,"Rave, Dance Party",,,,,Street parking for $2.25 per hour or a parking lot at the corner of Adelaide and Portland,10:00pm - 3:00am,416.603.9300,"Friday, March 21st 2014","special_event, live_music",king_w,"
Electronic/House, Mixed Crowd, Young Professionals, VIP & Bottle Service, Advanced Tickets, Live DJ, Dance & Party, International DJ",ink/uniun/uniun_logo.jpg,"special_events/seven_lions/factory_fridays_seven_lions_world_tour_pic.jpg, special_events/seven_lions/seven_lions_pic2.jpg"
Glow Party!,82 Peter St.,,King & Peter,Toronto,Ontario,Canada,,"Let’s celebrate the coming of spring with some color! Come in with tight and bright neon wear and get in for free before midnight. Dance to some Club Bangers, Top 40, Hip Hop and R&B music while sipping on vodka cranberries or just downing vodka shots all together. $4 drinks, $100 bottles.",,"Club bangers, Top 40, Hip Hop and R&B",Neon Getup,Glow wear gets in free before midnight. Otherwise cover is $10-20,Wacky,,,,,Street parking for $4.00 per hour or a parking lot across the street.,10:00pm - 3:00am,416.588.7978,"Saturday, March 22nd 2014",special_event,king_w,"Unique Party, Young Professionals, VIP & Bottle Service, Live DJ ",special_events/tryst_glow_party/Tryst Logo.png,special_events/tryst_glow_party/tryst_glow_party.jpg
I Heart Jokes,609 Markham St.,,Bloor & Markham,Toronto,Ontario,Canada,,"I HEART JOKES provides a unique stage to see amazing boundary-pushing comedy, creating a fun and welcoming community for all!",,"None, Just the sounds of laughter",Casual,$0-10,Funny & Casual,,,,,Street parking for $2.25 per hour,Hours vary. Call venue for more info.,416.913.4586,Mondays & Tuesdays,special_event,bloor_st,"Live Comedy, Creative Types, Casual, Mixed Crowd, Young Professionals, Live Performance",the_central/the_central_logo.png,"special_events/i_heart_jokes/i_heart_jokes_pic1.jpg, special_events/i_heart_jokes/i heart jokes pic_2.jpg"
Ice T & Coco Live Guests,473 Adelaide St. W,,Adelaide & Portland,Toronto,Ontario,Canada,,"Uniun Saturdays Presents Ice T & Coco. Music By Jed Dadson. Dance, Drink, Star Gaze.",,"Electronic, EDM","Casually Upscale, (No Baggy Clothing)",$25,Dress to Impress,,,,,Street parking for $4.00 per hour or a parking lot across the street.,10:00pm - 3:00am,416.603.9300,Saturday March 22nd 2014,special_event,king_w,"Mixed Crowd, Mature, VIP & Bottle Service, Advanced Tickets, Live DJ",ink/uniun/uniun_logo.jpg,"special_events/ice_t_and_coco/ice_t_and_coco_pic_1.jpg, special_events/ice_t_and_coco/ice_t_and_coco_pic_2.jpg"
Jacob Bradovsky Improv,609 Markham St.,,Bloor & Markham,Toronto,Ontario,Canada,,"Live comedy and improv by Jacob Bradovsky. Laugh, relax, enjoy a great show. ",,None - Performance,Casual,TBA,Casual,,,,,Street parking for $2.25 per hour,6pm,416.913.4586,"Monday, Mar 24th 2014",special_event,bloor_st,"Live Comedy, Poetry Slam, Creative Types, Casual, Mixed Crowd, Young Professionals, Live Performance, Artists",the_central/the_central_logo.png,"the_central/the_central_1.jpg, the_central/the_central_2.png, the_central/the_central_3.jpg"
Josh Middleton Fundraiser,609 Markham St.,,Bloor & Markham,Toronto,Ontario,Canada,,"Iris Benedikt and Joshua Middleton want you to come out and support them in their fundraising endeavors for Operation Groundswell There will be performances of all kinds to entertain you through the night: Devon Leonard, Youngs, Nate Smith, Rory Jade Grey & Michiko Bown-Kai and more. Don't forget to participate in the open mic and get a free drink in return!",,9 Live Performances & Open Mic,Smart Casual,$10,For a Good Cause,,,,,Street parking for $2.25 per hour,7:00pm - 10:00pm,416.913.4586,"Friday, March 21, 2014",special_event,bloor_st,"Unique Party, Networking Event, Live Performance, Advanced Tickets, Creative Types",the_central/the_central_logo.png,special_events/josh_middleton_fundraiser/josh_middleton_fundraiser.jpg
